,Mode,GeneA,GeneB,Score
643,max,176534,176534,
644,max,176536,176536,
645,max,184042,184042,
646,max,176750,176750,
647,max,178873,178873,
648,max,178871,178871,
649,max,178870,178870,
650,max,178012,178012,
651,max,178014,178014,
652,max,184284,184284,
653,max,178081,178081,
654,max,179874,179874,
655,max,179876,179876,
656,max,179878,179878,
657,max,184043,184043,
658,max,178087,178087,
659,max,183552,183552,
660,max,180608,180608,
661,max,180601,180601,
662,max,180606,180606,
663,max,174118,174118,
664,max,178479,178479,
665,max,187537,187537,
666,max,175750,175750,
667,max,179472,179472,
668,max,174111,174111,
669,max,187657,187657,
670,max,175462,175462,
671,max,171610,171610,
672,max,173624,173624,
673,max,173360,173360,
674,max,185248,185248,
675,max,187532,187532,
676,max,178703,178703,
677,max,173365,173365,
678,max,171619,171619,
679,max,173369,173369,
680,max,178709,178709,
681,max,183777,183777,
682,max,188362,188362,
683,max,183775,183775,
684,max,177873,177873,
685,max,186800,186800,
686,max,181955,181955,
687,max,188160,188160,
688,max,171912,171912,
689,max,266854,266854,
690,max,266853,266853,
691,max,174371,174371,
692,max,180771,180771,
693,max,178924,178924,
694,max,179476,179476,
695,max,175541,175541,
696,max,174576,174576,
697,max,174575,174575,
698,max,183176,183176,
699,max,174571,174571,
700,max,175444,175444,
701,max,185693,185693,
702,max,179881,179881,
703,max,174578,174578,
704,max,182601,182601,
705,max,177141,177141,
706,max,183602,183602,
707,max,172562,172562,
708,max,189167,189167,
709,max,177583,177583,
710,max,177580,177580,
711,max,183243,183243,
712,max,181102,181102,
713,max,184463,184463,
714,max,179254,179254,
715,max,174979,174979,
716,max,188703,188703,
717,max,174976,174976,
718,max,174974,174974,
719,max,180552,180552,
720,max,184261,184261,
721,max,180555,180555,
722,max,177906,177906,
723,max,177904,177904,
724,max,176220,176220,
725,max,187076,187076,
726,max,187070,187070,
727,max,177476,177476,
728,max,177473,177473,
729,max,181556,181556,
730,max,172691,172691,
731,max,172693,172693,
732,max,177295,177295,
733,max,172695,172695,
734,max,172694,172694,
735,max,172699,172699,
736,max,172698,172698,
737,max,189381,189381,
738,max,174802,174802,
739,max,176709,176709,
740,max,188370,188370,
741,max,174801,174801,
742,max,259671,259671,
743,max,189017,189017,
744,max,185249,185249,
745,max,173364,173364,
746,max,181733,181733,
747,max,173100,173100,
748,max,173104,173104,
749,max,183975,183975,
750,max,177618,177618,
751,max,177619,177619,
752,max,180398,180398,
753,max,180397,180397,
754,max,177611,177611,
755,max,177616,177616,
756,max,177617,177617,
757,max,180393,180393,
758,max,174137,174137,
759,max,176468,176468,
760,max,181043,181043,
761,max,183957,183957,
762,max,176464,176464,
763,max,173615,173615,
764,max,173611,173611,
765,max,172746,172746,
766,max,172744,172744,
767,max,172743,172743,
768,max,172741,172741,
769,max,173943,173943,
770,max,177057,177057,
771,max,177720,177720,
772,max,191230,191230,
773,max,172724,172724,
774,max,176059,176059,
775,max,173244,173244,
776,max,176052,176052,
777,max,176051,176051,
778,max,173574,173574,
779,max,171980,171980,
780,max,171981,171981,
781,max,173808,173808,
782,max,171985,171985,
783,max,178210,178210,
784,max,171987,171987,
785,max,171988,171988,
786,max,173777,173777,
787,max,173773,173773,
788,max,177703,177703,
789,max,182047,182047,
790,max,190302,190302,
791,max,181662,181662,
792,max,172358,172358,
793,max,173301,173301,
794,max,172355,172355,
795,max,175430,175430,
796,max,179326,179326,
797,max,173976,173976,
798,max,173973,173973,
799,max,176451,176451,
800,max,173979,173979,
801,max,176458,176458,
802,max,176189,176189,
803,max,190159,190159,
804,max,176438,176438,
805,max,176180,176180,
806,max,190780,190780,
807,max,176185,176185,
808,max,176187,176187,
809,max,190168,190168,
810,max,177406,177406,
811,max,182143,182143,
812,max,178230,178230,
813,max,176981,176981,
814,max,176231,176231,
815,max,176236,176236,
816,max,176987,176987,
817,max,176989,176989,
818,max,175501,175501,
819,max,176239,176239,
820,max,175503,175503,
821,max,175504,175504,
822,max,175505,175505,
823,max,173595,173595,
824,max,177989,177989,
825,max,179049,179049,
826,max,179045,179045,
827,max,173599,173599,
828,max,179516,179516,
829,max,178398,178398,
830,max,175297,175297,
831,max,178392,178392,
832,max,175299,175299,
833,max,178647,178647,
834,max,188683,188683,
835,max,3565011,3565011,
836,max,174582,174582,
837,max,180674,180674,
838,max,175342,175342,
839,max,174218,174218,
840,max,180801,180801,
841,max,175611,175611,
842,max,175612,175612,
843,max,174745,174745,
844,max,174744,174744,
845,max,174747,174747,
846,max,174746,174746,
847,max,174743,174743,
848,max,179607,179607,
849,max,185632,185632,
850,max,179601,179601,
851,max,176526,176526,
852,max,176525,176525,
853,max,176523,176523,
854,max,179608,179608,
855,max,178801,178801,
856,max,176134,176134,
857,max,172847,172847,
858,max,179862,179862,
859,max,180949,180949,
860,max,174105,174105,
861,max,183545,183545,
862,max,186716,186716,
863,max,174874,174874,
864,max,179520,179520,
865,max,180947,180947,
866,max,179462,179462,
