,Mode,GeneA,GeneB,Score
970,max,821471,24248,
971,max,824114,29666,
972,max,824115,24245,
973,max,827135,29669,
974,max,841720,24246,
975,max,835839,24242,
976,max,835835,361846,
977,max,829443,302938,
978,max,844771,361844,
979,max,829441,266777,
980,max,829440,302934,
981,max,844775,361849,
982,max,823834,192255,
983,max,823831,192254,
984,max,821697,192258,
985,max,821694,303285,
986,max,818163,24799,
987,max,820128,50557,
988,max,820126,24790,
989,max,820122,170739,
990,max,820120,78967,
991,max,818070,65165,
992,max,818077,315151,
993,max,840102,361207,
994,max,840452,315159,
995,max,840107,287380,
996,max,840454,24668,
997,max,840105,83782,
998,max,844340,308362,
999,max,837299,24468,
1000,max,844344,116546,
1001,max,844347,116543,
1002,max,830827,25353,
1003,max,844348,25359,
1004,max,830825,116549,
1005,max,830824,500983,
1006,max,837291,117018,
1007,max,826263,117016,
1008,max,824803,25686,
1009,max,824804,140654,
1010,max,824807,140657,
1011,max,824808,494521,
1012,max,828311,114766,
1013,max,828313,308508,
1014,max,828314,25751,
1015,max,828316,116722,
1016,max,828318,64508,
1017,max,828319,116727,
1018,max,829094,116725,
1019,max,826409,25537,
1020,max,831147,302553,
1021,max,826407,24807,
1022,max,826404,24805,
1023,max,826405,24804,
1024,max,819211,304074,
1025,max,841857,309295,
1026,max,841854,245959,
1027,max,831993,362238,
1028,max,841852,114612,
1029,max,841853,85238,
1030,max,831998,311860,
1031,max,831999,245956,
1032,max,829944,140729,
1033,max,822557,308212,
1034,max,815962,56611,
1035,max,829941,64160,
1036,max,815211,140722,
1037,max,831668,307503,
1038,max,831660,361120,
1039,max,829564,140908,
1040,max,831666,362788,
1041,max,834017,299331,
1042,max,834014,100364813,
1043,max,829949,64185,
1044,max,831521,25229,
1045,max,831522,305614,
1046,max,831524,25223,
1047,max,833743,293684,
1048,max,829208,501083,
1049,max,833747,311098,
1050,max,833746,81824,
1051,max,829201,81826,
1052,max,829205,81827,
1053,max,839732,81821,
1054,max,839733,81822,
1055,max,838028,81823,
1056,max,838024,362301,
1057,max,831293,81829,
1058,max,831290,295230,
1059,max,816434,362165,
1060,max,831295,299203,
1061,max,831294,303604,
1062,max,819153,499374,
1063,max,818583,686098,
1064,max,818580,679221,
1065,max,818581,360891,
1066,max,818588,303518,
1067,max,818589,313494,
1068,max,839195,83502,
1069,max,839197,50658,
1070,max,825036,29271,
1071,max,834902,29275,
1072,max,825032,29274,
1073,max,828553,54241,
1074,max,834906,54244,
1075,max,834907,54245,
1076,max,821279,316740,
1077,max,828558,291047,
1078,max,825039,24329,
1079,max,837848,113938,
1080,max,837840,295347,
1081,max,837843,29477,
1082,max,837846,29476,
1083,max,839999,65134,
1084,max,821865,363823,
1085,max,839991,24370,
1086,max,832500,24255,
1087,max,821860,24252,
1088,max,821862,24253,
1089,max,819987,29693,
1090,max,819986,29508,
1091,max,824637,297406,
1092,max,824636,29502,
1093,max,824632,79449,
1094,max,842207,361321,
1095,max,824329,64667,
1096,max,828126,300744,
1097,max,817470,24786,
1098,max,828120,24780,
1099,max,824323,24781,
1100,max,824326,50568,
1101,max,828241,50567,
1102,max,818436,288022,
1103,max,841198,78976,
1104,max,841627,64531,
1105,max,841623,170509,
1106,max,835997,312890,
1107,max,835990,309912,
1108,max,835991,114117,
1109,max,835993,114114,
1110,max,836463,89829,
1111,max,836465,24672,
1112,max,836466,24673,
1113,max,837591,24674,
1114,max,837594,24679,
1115,max,841996,117955,
1116,max,841993,24471,
1117,max,831856,155151,
1118,max,841999,299850,
1119,max,827677,301164,
1120,max,820806,25327,
1121,max,841440,314856,
1122,max,841442,114028,
1123,max,820809,114597,
1124,max,841447,114590,
1125,max,841446,65171,
1126,max,826671,65178,
1127,max,826676,501167,
1128,max,814978,312694,
1129,max,837335,24923,
1130,max,830452,362827,
1131,max,830450,299909,
1132,max,830451,60416,
1133,max,837339,25252,
1134,max,843106,116666,
1135,max,823571,501099,
1136,max,844158,293692,
1137,max,834730,24817,
1138,max,834738,24811,
1139,max,834229,300359,
1140,max,830025,81672,
1141,max,830024,24818,
1142,max,825207,81678,
1143,max,825201,303614,
1144,max,834224,362173,
1145,max,834227,683788,
1146,max,819407,362952,
1147,max,819400,29628,
1148,max,819401,309165,
1149,max,819403,83501,
1150,max,819408,360882,
1151,max,819409,191576,
1152,max,828492,367218,
1153,max,817114,83681,
1154,max,817111,685232,
1155,max,828498,64563,
1156,max,828942,122799,
1157,max,828945,682787,
1158,max,838906,360950,
1159,max,817806,613226,
1160,max,838904,58936,
1161,max,835174,307997,
1162,max,838907,304150,
1163,max,842414,84420,
1164,max,842411,291877,
1165,max,832771,59086,
1166,max,832770,291691,
1167,max,832773,291874,
1168,max,832772,290055,
1169,max,839506,54293,
1170,max,839505,24318,
1171,max,833828,24316,
1172,max,833829,25459,
1173,max,836675,79146,
1174,max,836671,29466,
1175,max,833821,29468,
1176,max,825026,115769,
1177,max,816609,84550,
1178,max,818448,363194,
1179,max,818447,288584,
1180,max,831087,306231,
1181,max,828542,171026,
1182,max,816603,29682,
1183,max,821455,24265,
1184,max,821456,24264,
1185,max,821325,366189,
1186,max,824131,29515,
1187,max,821320,288105,
1188,max,821453,266759,
1189,max,820499,114562,
1190,max,820325,79451,
1191,max,820327,59267,
1192,max,820326,59265,
1193,max,827441,170751,
1194,max,827116,291671,
1195,max,827442,306349,
1196,max,832195,360533,
1197,max,839503,89791,
1198,max,832196,171114,
1199,max,825473,503000,
1200,max,834094,79212,
1201,max,838467,79213,
1202,max,820140,50594,
1203,max,820142,50592,
1204,max,820144,78948,
1205,max,820146,114105,
1206,max,837104,361596,
1207,max,838462,24686,
1208,max,824790,24681,
1209,max,824793,24680,
1210,max,824796,81634,
1211,max,824799,66026,
1212,max,841298,24440,
1213,max,830592,308690,
1214,max,840472,298848,
1215,max,840471,66028,
1216,max,840476,25337,
1217,max,830598,680955,
1218,max,823369,192213,
1219,max,826799,292804,
1220,max,830841,288532,
1221,max,830840,81681,
1222,max,830843,117036,
1223,max,826796,297453,
1224,max,830846,497913,
1225,max,836856,60391,
1226,max,824862,25027,
1227,max,835546,310207,
1228,max,828378,25023,
1229,max,828371,289508,
1230,max,828377,140586,
1231,max,826427,498798,
1232,max,836673,303882,
1233,max,841870,56011,
1234,max,841872,56010,
1235,max,841873,501841,
1236,max,841878,362816,
1237,max,819232,362817,
1238,max,819230,309010,
1239,max,819236,25248,
