,Mode,GeneA,GeneB,Score
922,max,834712,13982,
923,max,830008,13983,
924,max,830001,73674,
925,max,830000,22259,
926,max,839529,631229,
927,max,817130,110147,
928,max,817134,218952,
929,max,839521,14679,
930,max,839523,217995,
931,max,817139,50501,
932,max,839527,73679,
933,max,828927,80707,
934,max,825194,22030,
935,max,825196,22031,
936,max,825191,74026,
937,max,825190,60321,
938,max,817897,22034,
939,max,842697,19349,
940,max,842696,22036,
941,max,817860,19344,
942,max,817684,19345,
943,max,819840,19346,
944,max,817683,19340,
945,max,842344,19341,
946,max,832613,16646,
947,max,838927,16647,
948,max,832717,21665,
949,max,832713,79459,
950,max,832710,69697,
951,max,832718,170935,
952,max,836653,72508,
953,max,836651,12737,
954,max,836656,97122,
955,max,836873,12235,
956,max,836871,19290,
957,max,836658,75565,
958,max,836878,69504,
959,max,844150,326619,
960,max,832618,67088,
961,max,816624,19298,
962,max,818467,19299,
963,max,816626,52906,
964,max,816621,19762,
965,max,816623,19763,
966,max,816622,16001,
967,max,816546,19766,
968,max,821473,73247,
969,max,821470,16004,
970,max,821471,56449,
971,max,824114,56790,
972,max,824115,56445,
973,max,827135,110789,
974,max,841720,56792,
975,max,835839,56847,
976,max,835835,17354,
977,max,829443,17356,
978,max,844771,57247,
979,max,829441,192196,
980,max,829440,74111,
981,max,844775,22590,
982,max,823834,12020,
983,max,823831,12021,
984,max,821697,231051,
985,max,821694,12023,
986,max,818163,22724,
987,max,820128,208144,
988,max,820126,208146,
989,max,820122,12028,
990,max,820120,12029,
991,max,818070,22722,
992,max,818077,13510,
993,max,840102,216869,
994,max,840452,259277,
995,max,840107,23921,
996,max,840454,67784,
997,max,840105,100039376,
998,max,844340,12330,
999,max,837299,384309,
1000,max,844344,259279,
1001,max,844347,23928,
1002,max,830827,108071,
1003,max,844348,140629,
1004,max,830825,100039214,
1005,max,830824,98053,
1006,max,837291,67151,
1007,max,826263,433283,
1008,max,824803,75646,
1009,max,824804,20869,
1010,max,824807,20867,
1011,max,824808,101994,
1012,max,828311,64009,
1013,max,828313,11796,
1014,max,828314,16822,
1015,max,828316,20850,
1016,max,828318,16825,
1017,max,828319,16826,
1018,max,829094,16351,
1019,max,826409,211323,
1020,max,831147,12764,
1021,max,826407,233977,
1022,max,826404,102414,
1023,max,826405,14623,
1024,max,819211,74201,
1025,max,841857,74203,
1026,max,841854,11648,
1027,max,831993,18715,
1028,max,841852,235339,
1029,max,841853,244418,
1030,max,831998,12585,
1031,max,831999,230082,
1032,max,829944,17196,
1033,max,822557,81703,
1034,max,815962,109889,
1035,max,829941,17192,
1036,max,815211,17191,
1037,max,831668,17190,
1038,max,831660,17776,
1039,max,829564,57330,
1040,max,831666,107476,
1041,max,834017,14783,
1042,max,834014,105504,
1043,max,829949,26875,
1044,max,831521,230737,
1045,max,831522,17172,
1046,max,831524,20662,
1047,max,833743,20661,
1048,max,829208,17179,
1049,max,833747,116871,
1050,max,833746,215008,
1051,max,829201,212706,
1052,max,829205,15162,
1053,max,839732,16918,
1054,max,839733,332221,
1055,max,838028,16917,
1056,max,838024,80905,
